lang	age	target	word	error	file	correct	child
Cantonese	2a	tsh	tshi3	tsh:$ts	c2at03f112.cha	1	03
Cantonese	3a	tsh	tsho4	tsh:$th	c3at10m121.cha	1	10
Cantonese	2a	tsh	tsha3	tsh:$th	c2at06m121.cha	1	06
Cantonese	3b	tsh	tshh4	tsh:$s	c3bt14m322.cha	1	14
Cantonese	2b	tsh	tsha5	tsh:$s	c2bt13m222.cha	1	13
Cantonese	2b	tsh	tshe3	tsh:$s	c2bt14f111.cha	1	14
Cantonese	2b	tsh	tshe3	tsh:$s	c2bt24m111.cha	1	24
Cantonese	2a	tsh	tshz4	tsh:$s	c2at07f222.cha	1	07
Cantonese	2a	kh	khui	tsh	c2at11m111.cha	1	11
Cantonese	2a	ts	tsak5	ts:$tsh	c2at05m222.cha	1	05
Cantonese	3b	ts	tsig3	ts:$t	c3bt18m112.cha	1	18
Cantonese	3b	ts	tsou3	ts:$t	c3bt14m321.cha	1	14
Cantonese	2b	ts	tsak3	ts:$t	c2bt19m121.cha	1	19
Cantonese	3b	tsh	tsht5	ts:$s	c3bt18m112.cha	1	18
Cantonese	3b	ts	tses4	ts:$s	c3bt13f121.cha	1	13
Cantonese	3a	th	thoh5	th:$tsh	c3at02f312.cha	1	02
Cantonese	2b	th	thib3	th:$t	c2bt23m111.cha	1	23
Cantonese	3b	k	kita5	th	c3bt18m112.cha	1	18
Cantonese	2a	tsh	tshz4	th	c2at01f211.cha	1	01
Cantonese	3a	t	toko4	t:$ts	c3at05f321.cha	1	05
Cantonese	2b	t	tynf5	t:$ts	c2bt20f222.cha	1	20
Cantonese	2b	t	tinw4	t:$ts	c2bt14f112.cha	1	14
Cantonese	2a	The	toek4	t:$ts	c2at03f112.cha	1	03
Cantonese	2b	overlap	tekn3	t:$th	c2bt18f121.cha	1	18
Cantonese	3a	ts	tsak3	t	c3at10m121.cha	1	10
Cantonese	3a	s	sosi5	s:deletion	c3at07m211.cha	1	07
Cantonese	2a	s	seta3	s:$tsh	c2at07f221.cha	1	07
Cantonese	2a	s	sika5	s:$tsh	c2at07f221.cha	1	07
Cantonese	3b	s	sens5	s:$f	c3bt15f222.cha	1	15
Cantonese	3b	overlap	thiz2	m	c3bt22f312.cha	m	22
Cantonese	3b	t	tynm5	m	c3bt22f312.cha	m	22
Cantonese	3b	s	saxi3	m	c3bt22f312.cha	m	22
Cantonese	3b	t	tins4	m	c3bt22f311.cha	m	22
Cantonese	3b	overlap	sosi3	m	c3bt19f112.cha	m	19
Cantonese	3a	th	thej3	m	c3at10m121.cha	m	10
Cantonese	3a	s	sosi4	m	c3at05f321.cha	m	05
Cantonese	3a	s	saxi3	m	c3at05f321.cha	m	05
Cantonese	3a	t	teks5	m	c3at05f321.cha	m	05
Cantonese	3a	ts	tses3	m	c3at07m211.cha	m	07
Cantonese	3a	ts	tsip3	m	c3at05f322.cha	m	05
Cantonese	3a	overlap	sama4	m	c3at02f311.cha	m	02
Cantonese	3a	overlap	sika4	m	c3at02f311.cha	m	02
Cantonese	3a	overlap	tins4	m	c3at02f311.cha	m	02
Cantonese	2b	ts	tsou5	m	c2bt23m111.cha	m	23
Cantonese	2b	overlap	sosi3	m	c2bt23m112.cha	m	23
Cantonese	2b	ts	tsak3	m	c2bt23m112.cha	m	23
Cantonese	2b	s	sens3	m	c2bt23m112.cha	m	23
Cantonese	2b	s	sets5	m	c2bt23m112.cha	m	23
Cantonese	2b	s	soth4	m	c2bt18f122.cha	m	18
Cantonese	2b	overlap	khok4	m	c2bt18f122.cha	m	18
Cantonese	2b	overlap	tshp4	m	c2bt18f122.cha	m	18
Cantonese	2b	overlap	tses4	m	c2bt18f121.cha	m	18
Cantonese	2a	t	tynm3	m	c2at05m221.cha	m	05
Cantonese	2a	overlap	tshn3	m	c2at05m222.cha	m	05
Cantonese	2a	overlap	saxi3	m	c2at09f312.cha	m	09
Cantonese	2a	s	sens3	m	c2at08m121.cha	m	08
Cantonese	2a	kh	khuw	m	c2at10m321.cha	m	10
Cantonese	2a	ts	tsax5	m	c2at03f112.cha	m	03
Cantonese	2a	overlap	toem5	m	c2at03f111.cha	m	03
Cantonese	2a	kwh	kwhn5	kwh:$kw	c2at11m112.cha	1	11
Cantonese	3b	kw	kwax4	kw:$w	c3bt17m211.cha	1	17
Cantonese	2b	kh	khac5	kh:$th	c2bt15f212.cha	1	15
Cantonese	3b	kh	khuw4	kh:$k	c3bt15f222.cha	1	15
Cantonese	3a	kh	khng2	kh:$k	c3at05f322.cha	1	05
Cantonese	2b	kh	khih3	kh:$k	c2bt19m122.cha	1	19
Cantonese	2b	kh	khun4	kh:$k	c2bt23m112.cha	1	23
Cantonese	2a	kh	khaj5	kh:$k	c2at10m322.cha	1	10
Cantonese	2b	k	kaxu5	k:deletion	c2bt23m111.cha	1	23
Cantonese	3a	k	kauz3	k:$t	c3at07m211.cha	1	07
Cantonese	3b	k	kita4	k:$kh	c3bt17m212.cha	1	17
Cantonese	2b	k	kint5	k:$kh	c2bt16m321.cha	1	16
Cantonese	2a	k	kouz	k:$kh	c2at11m111.cha	1	11
Cantonese	3a	k	keih3	k:$h	c3at06f112.cha	1	06
Cantonese	3a	t	tank5	k	c3at10m122.cha	1	10
Cantonese	2a	th	thau5	deletion:$t	c2at08m122.cha	0	08
Cantonese	3a	t	teks3	deletion:$n	c3at04f221.cha	0	04
Cantonese	2b	ts	tsip4	deletion:$j	c2bt21f212.cha	0	21
Cantonese	2a	ts	tsok3	deletion:$j	c2at03f111.cha	0	03
Cantonese	3b	t	tekn3	deletion:$h	c3bt18m112.cha	0	18
Cantonese	3b	s	soth4	deletion:$h	c3bt18m111.cha	0	18
Cantonese	3b	ts	tsin4	deletion:$h	c3bt19f111.cha	0	19
Cantonese	3a	s	sens4	deletion:$h	c3at02f312.cha	0	02
Cantonese	3a	ts	tson4	deletion:$h	c3at06f112.cha	0	06
Cantonese	2b	s	sets5	deletion:$h	c2bt19m121.cha	0	19
Cantonese	2b	s	sama3	deletion:$h	c2bt19m122.cha	0	19
Cantonese	2a	t	tafu5	deletion:$h	c2at05m221.cha	0	05
Cantonese	2a	t	tynm4	deletion:$h	c2at08m122.cha	0	08
Cantonese	2a	t	teti5	deletion:$h	c2at08m121.cha	0	08
Cantonese	2a	ts	tsip5	deletion:$h	c2at03f112.cha	0	03
Cantonese	2a	s	simt4	deletion:$h	c2at03f112.cha	0	03
Cantonese	2a	ts	tsez5	deletion:+x	c2at03f111.cha	0	03
Cantonese	2a	overlap	teti5	deletion:+C	c2at03f112.cha	0	03
Cantonese	2a	s	sosi5	deletion:#	c2at05m222.cha	0	05
Cantonese	3b	k	keni3	deletion	c3bt22f311.cha	0	22
Cantonese	3b	k	kuza5	deletion	c3bt18m112.cha	0	18
Cantonese	3b	t	tynz5	deletion	c3bt18m112.cha	0	18
Cantonese	3b	ts	tsax5	deletion	c3bt18m112.cha	0	18
Cantonese	3b	th	thib3	deletion	c3bt18m111.cha	0	18
Cantonese	3b	t	tafu3	deletion	c3bt20f111.cha	0	20
Cantonese	3b	k	kuza5	deletion	c3bt20f112.cha	0	20
Cantonese	3b	k	kuwa4	deletion	c3bt24m122.cha	0	24
Cantonese	3b	t	tank4	deletion	c3bt15f222.cha	0	15
Cantonese	3b	t	taip3	deletion	c3bt15f222.cha	0	15
Cantonese	3b	t	tosi3	deletion	c3bt15f221.cha	0	15
Cantonese	3b	t	tekn5	deletion	c3bt17m211.cha	0	17
Cantonese	3b	t	titd4	deletion	c3bt17m211.cha	0	17
Cantonese	3b	t	tins3	deletion	c3bt19f111.cha	0	19
Cantonese	3b	th	thib3	deletion	c3bt19f111.cha	0	19
Cantonese	3b	kh	khuw5	deletion	c3bt19f111.cha	0	19
Cantonese	3b	k	kuwa4	deletion	c3bt19f111.cha	0	19
Cantonese	3b	s	sama3	deletion	c3bt19f111.cha	0	19
Cantonese	3b	kh	khun4	deletion	c3bt19f112.cha	0	19
Cantonese	3b	th	thon5	deletion	c3bt19f112.cha	0	19
Cantonese	3b	k	kunt3	deletion	c3bt19f112.cha	0	19
Cantonese	3a	s	sets5	deletion	c3at10m121.cha	0	10
Cantonese	3a	k	kauz4	deletion	c3at10m121.cha	0	10
Cantonese	3a	k	kuwa4	deletion	c3at10m122.cha	0	10
Cantonese	3a	tsh	tshp4	deletion	c3at10m122.cha	0	10
Cantonese	3a	k	kunt4	deletion	c3at05f321.cha	0	05
Cantonese	3a	s	saxi3	deletion	c3at05f321.cha	0	05
Cantonese	3a	tsh	tshi4	deletion	c3at05f321.cha	0	05
Cantonese	3a	ts	tsak5	deletion	c3at07m211.cha	0	07
Cantonese	3a	tsh	tsht3	deletion	c3at05f322.cha	0	05
Cantonese	3a	kh	khun5	deletion	c3at05f322.cha	0	05
Cantonese	3a	k	kuza3	deletion	c3at02f311.cha	0	02
Cantonese	3a	ts	tsax3	deletion	c3at02f311.cha	0	02
Cantonese	3a	ts	tses5	deletion	c3at02f311.cha	0	02
Cantonese	3a	k	kuwa5	deletion	c3at02f312.cha	0	02
Cantonese	3a	k	kuza5	deletion	c3at06f112.cha	0	06
Cantonese	3a	ts	tsez4	deletion	c3at09m211.cha	0	09
Cantonese	3a	t	toem4	deletion	c3at09m211.cha	0	09
Cantonese	2b	k	king3	deletion	c2bt19m121.cha	0	19
Cantonese	2b	t	tins3	deletion	c2bt23m111.cha	0	23
Cantonese	2b	tsh	tshp4	deletion	c2bt23m111.cha	0	23
Cantonese	2b	ts	tsin4	deletion	c2bt23m111.cha	0	23
Cantonese	2b	s	sama3	deletion	c2bt23m111.cha	0	23
Cantonese	2b	tsh	tshh3	deletion	c2bt23m111.cha	0	23
Cantonese	2b	s	sama5	deletion	c2bt13m221.cha	0	13
Cantonese	2b	th	thib3	deletion	c2bt19m122.cha	0	19
Cantonese	2b	ts	tsip5	deletion	c2bt23m112.cha	0	23
Cantonese	2b	k	kauz4	deletion	c2bt23m112.cha	0	23
Cantonese	2b	ts	tsez4	deletion	c2bt13m222.cha	0	13
Cantonese	2b	t	tynf5	deletion	c2bt21f211.cha	0	21
Cantonese	2b	th	thiz4	deletion	c2bt21f211.cha	0	21
Cantonese	2b	k	keih3	deletion	c2bt14f112.cha	0	14
Cantonese	2b	ts	tsak3	deletion	c2bt14f112.cha	0	14
Cantonese	2b	t	tynf3	deletion	c2bt14f112.cha	0	14
Cantonese	2b	kh	khaj4	deletion	c2bt14f112.cha	0	14
Cantonese	2b	ts	tsin3	deletion	c2bt21f212.cha	0	21
Cantonese	2b	k	kint3	deletion	c2bt21f212.cha	0	21
Cantonese	2b	tsh	tshk3	deletion	c2bt15f212.cha	0	15
Cantonese	2a	t	tins5	deletion	c2at05m221.cha	0	05
Cantonese	2a	ts	tsin3	deletion	c2at05m221.cha	0	05
Cantonese	2a	t	teti4	deletion	c2at05m221.cha	0	05
Cantonese	2a	ts	tsip4	deletion	c2at05m221.cha	0	05
Cantonese	2a	s	soth3	deletion	c2at05m221.cha	0	05
Cantonese	2a	kw	kwai4	deletion	c2at06m121.cha	0	06
Cantonese	2a	ts	tses3	deletion	c2at05m222.cha	0	05
Cantonese	2a	k	kunt5	deletion	c2at05m222.cha	0	05
Cantonese	2a	t	taip3	deletion	c2at05m222.cha	0	05
Cantonese	2a	t	tekn5	deletion	c2at05m222.cha	0	05
Cantonese	2a	ts	tsou	deletion	c2at11m111.cha	0	11
Cantonese	2a	k	koko	deletion	c2at11m111.cha	0	11
Cantonese	2a	t	tafu3	deletion	c2at08m122.cha	0	08
Cantonese	2a	k	kaxu5	deletion	c2at08m122.cha	0	08
Cantonese	2a	k	kint4	deletion	c2at08m122.cha	0	08
Cantonese	2a	kh	kheb4	deletion	c2at09f312.cha	0	09
Cantonese	2a	k	kuza5	deletion	c2at08m121.cha	0	08
Cantonese	2a	t	tinw4	deletion	c2at08m121.cha	0	08
Cantonese	2a	ts	tsak	deletion	c2at10m321.cha	0	10
Cantonese	2a	t	tynm	deletion	c2at10m321.cha	0	10
Cantonese	2a	t	toko	deletion	c2at10m321.cha	0	10
Cantonese	2a	kw	kwah5	deletion	c2at07f221.cha	0	07
Cantonese	2a	t	touk4	deletion	c2at07f221.cha	0	07
Cantonese	2a	ts	tsez4	deletion	c2at07f222.cha	0	07
Cantonese	2a	th	thig3	deletion	c2at07f222.cha	0	07
Cantonese	2a	The	kheb3	deletion	c2at03f112.cha	0	03
Cantonese	2a	The	kheb3	deletion	c2at03f112.cha	0	03
Cantonese	2a	t	touk5	deletion	c2at03f112.cha	0	03
Cantonese	2a	t	tynz5	deletion	c2at03f112.cha	0	03
Cantonese	2a	kw	kwah3	deletion	c2at03f111.cha	0	03
Cantonese	2a	ts	tsek3	deletion	c2at03f111.cha	0	03
Cantonese	2a	tsh	tshq5	deletion	c2at03f111.cha	0	03
Cantonese	2a	tsh	tshh3	deletion	c2at03f111.cha	0	03
Cantonese	2a	t	teks4	deletion	c2at03f111.cha	0	03
Cantonese	2a	s	sama5	deletion	c2at01f212.cha	0	01
Cantonese	2a	ts	tses5	deletion	c2at02f311.cha	0	02
Cantonese	2a	t	touk3	deletion	c2at02f311.cha	0	02
Cantonese	2b	kw	kwai4	$w:kw	c2bt23m112.cha	0	23
Cantonese	2a	k	kaut5	$w:+v	c2at05m221.cha	0	05
Cantonese	3b	k	kuza3	$w	c3bt22f311.cha	0	22
Cantonese	3b	kw	kwai5	$w	c3bt22f311.cha	0	22
Cantonese	3b	k	kuwa4	$w	c3bt18m111.cha	0	18
Cantonese	3b	kw	kwax4	$w	c3bt15f222.cha	0	15
Cantonese	3b	DF	kunt5	$w	c3bt17m211.cha	0	17
Cantonese	3b	kwh	kwhn5	$w	c3bt19f112.cha	0	19
Cantonese	3a	kh	khon5	$w	c3at10m121.cha	0	10
Cantonese	3a	kwh	kuax4	$w	c3at10m122.cha	0	10
Cantonese	3a	k	kouz5	$w	c3at10m122.cha	0	10
Cantonese	3a	k	kuza3	$w	c3at05f322.cha	0	05
Cantonese	3a	t	touk3	$w	c3at05f322.cha	0	05
Cantonese	3a	kw	kwah5	$w	c3at04f221.cha	0	04
Cantonese	3a	k	kunt4	$w	c3at02f312.cha	0	02
Cantonese	2b	k	kunt3	$w	c2bt19m121.cha	0	19
Cantonese	2b	kw	kwah3	$w	c2bt19m122.cha	0	19
Cantonese	2b	s	sath4	$w	c2bt14f112.cha	0	14
Cantonese	2a	kw	kwai3	$w	c2at05m222.cha	0	05
Cantonese	2a	kw	kwah3	$w	c2at08m122.cha	0	08
Cantonese	2a	kwh	kwhn5	$w	c2at08m121.cha	0	08
Cantonese	2a	kw	kwax5	$w	c2at03f111.cha	0	03
Cantonese	3a	kw	kwai4	$twh	c3at10m121.cha	0	10
Cantonese	2b	th	thog5	$tsh:th	c2bt13m222.cha	0	13
Cantonese	2b	th	thib4	$tsh:th	c2bt16m322.cha	0	16
Cantonese	2a	th	thiz4	$tsh:th	c2at01f211.cha	0	01
Cantonese	3a	s	sosi5	$tsh:deletion	c3at09m211.cha	0	09
Cantonese	2b	kh	khen3	$tsh:$th	c2bt20f221.cha	0	20
Cantonese	3a	ts	tsin3	$tsh:$s	c3at09m212.cha	0	09
Cantonese	2a	kh	khok3	$tsh:$s	c2at07f221.cha	0	07
Cantonese	3b	kh	khiz3	$tsh:#	c3bt23m321.cha	0	23
Cantonese	3b	ts	tsak4	$tsh	c3bt22f312.cha	0	22
Cantonese	3b	k	keih4	$tsh	c3bt22f312.cha	0	22
Cantonese	3b	kh	khon3	$tsh	c3bt14m322.cha	0	14
Cantonese	3b	kh	khui4	$tsh	c3bt14m322.cha	0	14
Cantonese	3b	kh	khiz3	$tsh	c3bt14m321.cha	0	14
Cantonese	3b	kh	khuw5	$tsh	c3bt18m111.cha	0	18
Cantonese	3b	ts	tsok3	$tsh	c3bt18m111.cha	0	18
Cantonese	3b	th	thoh4	$tsh	c3bt13f122.cha	0	13
Cantonese	3b	kh	khih3	$tsh	c3bt24m122.cha	0	24
Cantonese	3b	s	sosi5	$tsh	c3bt17m211.cha	0	17
Cantonese	3b	ts	tsou4	$tsh	c3bt17m211.cha	0	17
Cantonese	3b	s	sout4	$tsh	c3bt17m212.cha	0	17
Cantonese	3b	k	kaut5	$tsh	c3bt17m212.cha	0	17
Cantonese	3b	t	tekn3	$tsh	c3bt19f112.cha	0	19
Cantonese	3a	s	sosi3	$tsh	c3at10m121.cha	0	10
Cantonese	3a	kh	khng5	$tsh	c3at10m121.cha	0	10
Cantonese	3a	th	thon5	$tsh	c3at10m121.cha	0	10
Cantonese	3a	kh	khiz5	$tsh	c3at10m122.cha	0	10
Cantonese	3a	k	kint4	$tsh	c3at10m122.cha	0	10
Cantonese	3a	ts	tsez5	$tsh	c3at10m122.cha	0	10
Cantonese	3a	kh	khih3	$tsh	c3at10m122.cha	0	10
Cantonese	3a	DF	tham3	$tsh	c3at07m211.cha	0	07
Cantonese	3a	th	thib5	$tsh	c3at07m212.cha	0	07
Cantonese	3a	vowel	tsok5	$tsh	c3at07m212.cha	0	07
Cantonese	3a	th	thai4	$tsh	c3at02f311.cha	0	02
Cantonese	3a	th	thon3	$tsh	c3at02f311.cha	0	02
Cantonese	3a	s	sosi5	$tsh	c3at04f222.cha	0	04
Cantonese	3a	th	tham3	$tsh	c3at04f222.cha	0	04
Cantonese	3a	th	thej4	$tsh	c3at03f312.cha	0	03
Cantonese	3a	ts	tsax3	$tsh	c3at03f311.cha	0	03
Cantonese	3a	ts	tson5	$tsh	c3at03f311.cha	0	03
Cantonese	3a	overlap	saxi4	$tsh	c3at09m211.cha	0	09
Cantonese	3a	ts	tsak5	$tsh	c3at09m211.cha	0	09
Cantonese	3a	s	sens5	$tsh	c3at09m211.cha	0	09
Cantonese	3a	ts	tson3	$tsh	c3at09m211.cha	0	09
Cantonese	3a	ts	tsou4	$tsh	c3at09m211.cha	0	09
Cantonese	3a	s	sits4	$tsh	c3at09m211.cha	0	09
Cantonese	3a	ts	tses3	$tsh	c3at09m211.cha	0	09
Cantonese	3a	s	sath3	$tsh	c3at09m211.cha	0	09
Cantonese	3a	ts	tsig5	$tsh	c3at09m211.cha	0	09
Cantonese	3a	ts	tsok5	$tsh	c3at09m212.cha	0	09
Cantonese	3a	s	soth3	$tsh	c3at09m212.cha	0	09
Cantonese	3a	overlap	tsip4	$tsh	c3at09m212.cha	0	09
Cantonese	3a	s	sout4	$tsh	c3at09m212.cha	0	09
Cantonese	3a	s	seta3	$tsh	c3at09m212.cha	0	09
Cantonese	3a	kh	khiz3	$tsh	c3at01f321.cha	0	01
Cantonese	2b	s	sens3	$tsh	c2bt19m121.cha	0	19
Cantonese	2b	ts	tson4	$tsh	c2bt23m112.cha	0	23
Cantonese	2b	DF	thau4	$tsh	c2bt13m222.cha	0	13
Cantonese	2b	th	thig3	$tsh	c2bt13m222.cha	0	13
Cantonese	2b	kh	khoi5	$tsh	c2bt20f222.cha	0	20
Cantonese	2b	s	simt3	$tsh	c2bt20f222.cha	0	20
Cantonese	2b	kh	khin3	$tsh	c2bt20f222.cha	0	20
Cantonese	2b	ts	tsok3	$tsh	c2bt18f122.cha	0	18
Cantonese	2b	overlap	saxi5	$tsh	c2bt18f122.cha	0	18
Cantonese	2b	ts	tsez5	$tsh	c2bt18f122.cha	0	18
Cantonese	2b	th	thai3	$tsh	c2bt14f111.cha	0	14
Cantonese	2b	th	thiz5	$tsh	c2bt14f111.cha	0	14
Cantonese	2b	s	seta4	$tsh	c2bt14f111.cha	0	14
Cantonese	2b	ts	tsou5	$tsh	c2bt14f111.cha	0	14
Cantonese	2b	overlap	sath4	$tsh	c2bt18f121.cha	0	18
Cantonese	2b	s	sout5	$tsh	c2bt18f121.cha	0	18
Cantonese	2b	ts	tsak3	$tsh	c2bt18f121.cha	0	18
Cantonese	2b	DF	sens3	$tsh	c2bt14f112.cha	0	14
Cantonese	2b	ts	tson4	$tsh	c2bt14f112.cha	0	14
Cantonese	2b	th	thog3	$tsh	c2bt14f112.cha	0	14
Cantonese	2b	kh	khin4	$tsh	c2bt14f112.cha	0	14
Cantonese	2b	th	thej3	$tsh	c2bt14f112.cha	0	14
Cantonese	2b	ts	tsip5	$tsh	c2bt24m112.cha	0	24
Cantonese	2b	ts	tsax5	$tsh	c2bt24m112.cha	0	24
Cantonese	2b	ts	tsek3	$tsh	c2bt24m111.cha	0	24
Cantonese	2a	DF	khiz5	$tsh	c2at06m122.cha	0	06
Cantonese	2a	kh	khiz5	$tsh	c2at06m122.cha	0	06
Cantonese	2a	k	kaut3	$tsh	c2at06m122.cha	0	06
Cantonese	2a	ts	tsau3	$tsh	c2at05m221.cha	0	05
Cantonese	2a	ts	tsek5	$tsh	c2at05m221.cha	0	05
Cantonese	2a	s	sout4	$tsh	c2at05m221.cha	0	05
Cantonese	2a	kwh	kwhn5	$tsh	c2at06m121.cha	0	06
Cantonese	2a	th	thon5	$tsh	c2at06m121.cha	0	06
Cantonese	2a	s	sens5	$tsh	c2at05m222.cha	0	05
Cantonese	2a	k	konz3	$tsh	c2at05m222.cha	0	05
Cantonese	2a	DF	simt3	$tsh	c2at05m222.cha	0	05
Cantonese	2a	kh	khin3	$tsh	c2at05m222.cha	0	05
Cantonese	2a	ts	tsax3	$tsh	c2at09f311.cha	0	09
Cantonese	2a	t	tynz3	$tsh	c2at09f311.cha	0	09
Cantonese	2a	k	koko3	$tsh	c2at08m122.cha	0	08
Cantonese	2a	th	thiz2	$tsh	c2at09f312.cha	0	09
Cantonese	2a	t	tekn4	$tsh	c2at09f312.cha	0	09
Cantonese	2a	s	sens4	$tsh	c2at09f312.cha	0	09
Cantonese	2a	k	king4	$tsh	c2at09f312.cha	0	09
Cantonese	2a	ts	tsig4	$tsh	c2at09f312.cha	0	09
Cantonese	2a	DF	sosi4	$tsh	c2at09f312.cha	0	09
Cantonese	2a	s	sits3	$tsh	c2at09f312.cha	0	09
Cantonese	2a	ts	tsig	$tsh	c2at10m321.cha	0	10
Cantonese	2a	s	sama4	$tsh	c2at10m322.cha	0	10
Cantonese	2a	kh	khih4	$tsh	c2at10m322.cha	0	10
Cantonese	2a	kh	khiz4	$tsh	c2at07f222.cha	0	07
Cantonese	2a	s	sath3	$tsh	c2at07f222.cha	0	07
Cantonese	2a	ts	tses3	$tsh	c2at07f222.cha	0	07
Cantonese	2a	kh	khng5	$tsh	c2at03f112.cha	0	03
Cantonese	2a	th	thig4	$tsh	c2at03f112.cha	0	03
Cantonese	2a	th	thog3	$tsh	c2at03f112.cha	0	03
Cantonese	2a	overlap	thej3	$tsh	c2at03f112.cha	0	03
Cantonese	2a	kh	khen4	$tsh	c2at03f111.cha	0	03
Cantonese	2a	th	thiz5	$tsh	c2at03f111.cha	0	03
Cantonese	2a	overlap	khiz5	$tsh	c2at03f111.cha	0	03
Cantonese	2a	kh	khok4	$tsh	c2at03f111.cha	0	03
Cantonese	2a	s	sika3	$tsh	c2at03f111.cha	0	03
Cantonese	2a	k	kaxu5	$tsh	c2at03f111.cha	0	03
Cantonese	2a	s	seta5	$tsh	c2at02f312.cha	0	02
Cantonese	2a	s	sens4	$tsh	c2at02f312.cha	0	02
Cantonese	2a	th	thej4	$tsh	c2at02f312.cha	0	02
Cantonese	2a	s	saxi3	$tsh	c2at02f312.cha	0	02
Cantonese	2a	DF	thai4	$tsh	c2at02f311.cha	0	02
Cantonese	2a	s	simt5	$tsh	c2at02f311.cha	0	02
Cantonese	3b	t	tins3	$ts:t	c3bt18m111.cha	0	18
Cantonese	3b	t	toek3	$ts:t	c3bt15f222.cha	0	15
Cantonese	3a	t	titd5	$ts:t	c3at10m122.cha	0	10
Cantonese	3a	t	tynz4	$ts:t	c3at04f221.cha	0	04
Cantonese	3b	k	king3	$ts:k	c3bt20f112.cha	0	20
Cantonese	2b	s	sits3	$ts:$tsh	c2bt16m321.cha	0	16
Cantonese	3b	tsh	tshi4	$ts	c3bt22f312.cha	0	22
Cantonese	3b	s	sika4	$ts	c3bt23m322.cha	0	23
Cantonese	3b	tsh	tshi4	$ts	c3bt23m321.cha	0	23
Cantonese	3b	s	simt4	$ts	c3bt18m112.cha	0	18
Cantonese	3b	k	kita3	$ts	c3bt14m322.cha	0	14
Cantonese	3b	k	keih4	$ts	c3bt14m321.cha	0	14
Cantonese	3b	t	tynm5	$ts	c3bt14m321.cha	0	14
Cantonese	3b	kh	khih3	$ts	c3bt18m111.cha	0	18
Cantonese	3b	t	titd5	$ts	c3bt18m111.cha	0	18
Cantonese	3b	tsh	tshk4	$ts	c3bt24m122.cha	0	24
Cantonese	3b	s	saxi4	$ts	c3bt15f222.cha	0	15
Cantonese	3a	s	sath4	$ts	c3at10m121.cha	0	10
Cantonese	3a	s	simt4	$ts	c3at10m121.cha	0	10
Cantonese	3a	t	tekn3	$ts	c3at10m121.cha	0	10
Cantonese	3a	t	tynz5	$ts	c3at10m121.cha	0	10
Cantonese	3a	s	sout5	$ts	c3at10m121.cha	0	10
Cantonese	3a	s	sens3	$ts	c3at10m121.cha	0	10
Cantonese	3a	tsh	tshk4	$ts	c3at10m122.cha	0	10
Cantonese	3a	s	seta4	$ts	c3at10m122.cha	0	10
Cantonese	3a	s	sits5	$ts	c3at10m122.cha	0	10
Cantonese	3a	s	sika3	$ts	c3at10m122.cha	0	10
Cantonese	3a	DF	tshp4	$ts	c3at10m122.cha	0	10
Cantonese	3a	t	tekn4	$ts	c3at05f321.cha	0	05
Cantonese	3a	th	thiz2	$ts	c3at05f321.cha	0	05
Cantonese	3a	t	titd3	$ts	c3at05f321.cha	0	05
Cantonese	3a	s	sika4	$ts	c3at05f322.cha	0	05
Cantonese	3a	k	keni3	$ts	c3at05f322.cha	0	05
Cantonese	3a	s	sika5	$ts	c3at04f221.cha	0	04
Cantonese	3a	s	sets4	$ts	c3at04f221.cha	0	04
Cantonese	3a	k	kita3	$ts	c3at02f311.cha	0	02
Cantonese	3a	th	thiz2	$ts	c3at02f312.cha	0	02
Cantonese	3a	k	kint5	$ts	c3at02f312.cha	0	02
Cantonese	3a	t	tekn4	$ts	c3at03f312.cha	0	03
Cantonese	3a	t	titd3	$ts	c3at03f312.cha	0	03
Cantonese	3a	overlap	tosi5	$ts	c3at03f312.cha	0	03
Cantonese	3a	th	thoh5	$ts	c3at03f312.cha	0	03
Cantonese	3a	tsh	tsho5	$ts	c3at03f311.cha	0	03
Cantonese	3a	t	teoi4	$ts	c3at03f311.cha	0	03
Cantonese	3a	t	tinw5	$ts	c3at03f311.cha	0	03
Cantonese	3a	tsh	tshs3	$ts	c3at03f311.cha	0	03
Cantonese	3a	DF	tins4	$ts	c3at03f311.cha	0	03
Cantonese	3a	DF	king3	$ts	c3at06f112.cha	0	06
Cantonese	3a	kh	khen4	$ts	c3at12m111.cha	0	12
Cantonese	3a	k	kint3	$ts	c3at09m212.cha	0	09
Cantonese	3a	DF	tsht3	$ts	c3at01f322.cha	0	01
Cantonese	2b	DF	tshs5	$ts	c2bt19m121.cha	0	19
Cantonese	2b	th	thoh4	$ts	c2bt23m111.cha	0	23
Cantonese	2b	tsh	tshk4	$ts	c2bt23m111.cha	0	23
Cantonese	2b	t	tynm3	$ts	c2bt13m221.cha	0	13
Cantonese	2b	kh	khac5	$ts	c2bt13m221.cha	0	13
Cantonese	2b	tsh	tsht4	$ts	c2bt13m221.cha	0	13
Cantonese	2b	th	thiz5	$ts	c2bt19m122.cha	0	19
Cantonese	2b	t	toko5	$ts	c2bt13m222.cha	0	13
Cantonese	2b	k	kita4	$ts	c2bt20f221.cha	0	20
Cantonese	2b	k	kint3	$ts	c2bt20f221.cha	0	20
Cantonese	2b	overlap	kwah3	$ts	c2bt18f122.cha	0	18
Cantonese	2b	s	sika3	$ts	c2bt14f111.cha	0	14
Cantonese	2b	t	titd5	$ts	c2bt14f111.cha	0	14
